"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] SongNameComparatorEqual record1Value","[0] SongNameComparatorEqual record2Value","[0] SongNameComparatorEqual record1PreprocessedValue","[0] SongNameComparatorEqual record2PreprocessedValue","[0] SongNameComparatorEqual similarity","[0] SongNameComparatorEqual postproccesedSimilarity","[1] SongArtistsComparatorToken record1Value","[1] SongArtistsComparatorToken record2Value","[1] SongArtistsComparatorToken record1PreprocessedValue","[1] SongArtistsComparatorToken record2PreprocessedValue","[1] SongArtistsComparatorToken similarity","[1] SongArtistsComparatorToken postproccesedSimilarity"
"LinearCombinationMatchingRule","spotify_6209","musicbrainz_10030","0.0",,"deadz (feat. 2 chainz)","deaf, dumb & blind (demo 2012 remaster)","deadz (feat. 2 chainz)","deaf, dumb & blind (demo 2012 remaster)","0.0","0.0","migos,  2 chainz","godflesh","migos,  2 chainz","godflesh","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14139","musicbrainz_17884","0.0",,"the ends","the bones","the ends","the bones","0.0","0.0","travis scott","the cult","travis scott","the cult","0.0","0.0"
"LinearCombinationMatchingRule","spotify_9701","musicbrainz_27689","0.0",,"radiant city","raised by wolves","radiant city","raised by wolves","0.0","0.0","robin guthrie,  harold budd","u2","robin guthrie,  harold budd","u2","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16799","musicbrainz_13768","0.0",,"between the raindrops","being followed","between the raindrops","being followed","0.0","0.0","lifehouse,  natasha bedingfield","duran duran","lifehouse,  natasha bedingfield","duran duran","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8694","musicbrainz_11028","0.0",,"that good","the four horsemen (live at castle donington, uk / august 17th, 1985)","that good","the four horsemen (live at castle donington, uk / august 17th, 1985)","0.0","0.0","snoop dogg,  wiz khalifa","metallica","snoop dogg,  wiz khalifa","metallica","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19551","musicbrainz_727","0.0",,"the mood","the end","the mood","the end","0.0","0.0","kid cudi","kings of leon","kid cudi","kings of leon","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4133","musicbrainz_21540","0.0",,"the good side","then she appeared (5.1 mix)","the good side","then she appeared (5.1 mix)","0.0","0.0","troye sivan","xtc","troye sivan","xtc","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6363","musicbrainz_32070","0.0",,"think about you","the congregation","think about you","the congregation","0.0","0.0","kygo,  valerie broussard","rob zombie","kygo,  valerie broussard","rob zombie","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3856","musicbrainz_19964","0.0",,"the night begins to shine","the magnifying glass","the night begins to shine","the magnifying glass","0.0","0.0","b.e.r.","the joy formidable","b.e.r.","the joy formidable","0.0","0.0"
"LinearCombinationMatchingRule","spotify_9567","musicbrainz_14238","0.0",,"far away","fantasy","far away","fantasy","0.0","0.0","breaking benjamin,  scooter ward","stratovarius","breaking benjamin,  scooter ward","stratovarius","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16600","musicbrainz_3504","0.0",,"these worries","the rifle's spiral","these worries","the rifle's spiral","0.0","0.0","kid cudi,  mary j. blige","the shins","kid cudi,  mary j. blige","the shins","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17144","musicbrainz_21783","0.0",,"still cold / pathway private","stop the fuckin' car","still cold / pathway private","stop the fuckin' car","0.0","0.0","night lovell","circa survive","night lovell","circa survive","0.0","0.0"
"LinearCombinationMatchingRule","spotify_10602","musicbrainz_3376","0.0",,"the cottage","the king of china’s daughter","the cottage","the king of china’s daughter","0.0","0.0","pamela goldings","natalie merchant","pamela goldings","natalie merchant","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18283","musicbrainz_7491","0.0",,"your soul","youth in retrospect","your soul","youth in retrospect","0.0","0.0","forrest.,  biskwiq","deaf havana","forrest.,  biskwiq","deaf havana","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5901","musicbrainz_3540","0.0",,"most really pretty girls have pretty ugly feet","money power glory","most really pretty girls have pretty ugly feet","money power glory","0.0","0.0","hnny","lana del rey","hnny","lana del rey","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7495","musicbrainz_4300","0.0",,"nepenthe","newcastle jam (studio version)","nepenthe","newcastle jam (studio version)","0.0","0.0","clyde boudreaux","crowded house","clyde boudreaux","crowded house","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5094","musicbrainz_1539","0.0",,"thirteen silver dollars","thunder & lightning","thirteen silver dollars","thunder & lightning","0.0","0.0","colter wall","tiamat","colter wall","tiamat","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18249","musicbrainz_15066","0.0",,"the champion","the bliss of ignorants","the champion","the bliss of ignorants","0.0","0.0","carrie underwood,  ludacris","sepultura","carrie underwood,  ludacris","sepultura","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19202","musicbrainz_18617","0.0",,"michuul.","might as well","michuul.","might as well","0.0","0.0","duckwrth","dinosaur pile-up","duckwrth","dinosaur pile-up","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16991","musicbrainz_31147","0.0",,"single for the summer","silver lake of tears","single for the summer","silver lake of tears","0.0","0.0","sam hunt","rhapsody of fire","sam hunt","rhapsody of fire","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3680","musicbrainz_11118","0.0",,"the wheels on the bus","this town (xx version)","the wheels on the bus","this town (xx version)","0.0","0.0","nursery rhymes","o.a.r.","nursery rhymes","o.a.r.","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2401","musicbrainz_27807","0.0",,"tibetan pop stars","time lock fog","tibetan pop stars","time lock fog","0.0","0.0","hop along","wire","hop along","wire","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15231","musicbrainz_19800","0.0",,"what makes you country","what about now","what makes you country","what about now","0.0","0.0","luke bryan","bon jovi","luke bryan","bon jovi","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2661","musicbrainz_18511","0.0",,"the motherload","the valley","the motherload","the valley","0.0","0.0","mastodon","okkervil river","mastodon","okkervil river","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19983","musicbrainz_14104","0.0",,"here for you (feat. ella henderson)","headlock (ron van den beuken club mix)","here for you (feat. ella henderson)","headlock (ron van den beuken club mix)","0.0","0.0","kygo,  ella henderson","imogen heap","kygo,  ella henderson","imogen heap","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18963","musicbrainz_31893","0.0",,"sometimes i cry","somevody to love","sometimes i cry","somevody to love","0.0","0.0","chris stapleton","jefferson airplane","chris stapleton","jefferson airplane","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19644","musicbrainz_27351","0.0",,"this is the house that doubt built","there is no ice (for my drink)","this is the house that doubt built","there is no ice (for my drink)","0.0","0.0","a day to remember","thom yorke","a day to remember","thom yorke","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8531","musicbrainz_32786","0.0",,"sun hands","superman","sun hands","superman","0.0","0.0","local natives","boyce avenue","local natives","boyce avenue","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7573","musicbrainz_597","0.0",,"hey hey hey","hey baby (version 2)","hey hey hey","hey baby (version 2)","0.0","0.0","michael franti & spearhead","the supremes","michael franti & spearhead","the supremes","0.0","0.0"
"LinearCombinationMatchingRule","spotify_13142","musicbrainz_8270","0.0",,"we don't believe what's on tv","welcome to hel","we don't believe what's on tv","welcome to hel","0.0","0.0","twenty one pilots","rotting christ","twenty one pilots","rotting christ","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19814","musicbrainz_26014","0.0",,"the star room","the heir vast (jean)","the star room","the heir vast (jean)","0.0","0.0","mac miller","vast aire","mac miller","vast aire","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17891","musicbrainz_10039","0.0",,"no other love","nothing left to loose","no other love","nothing left to loose","0.0","0.0","common kings","social code","common kings","social code","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11181","musicbrainz_5056","0.0",,"go flex","gonna be ready","go flex","gonna be ready","0.0","0.0","post malone","tokyo police club","post malone","tokyo police club","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12264","musicbrainz_33701","0.0",,"how not to","honey don't (studio outtake)","how not to","honey don't (studio outtake)","0.0","0.0","dan + shay","t. rex","dan + shay","t. rex","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4126","musicbrainz_28625","0.0",,"the city (with quinn xcii)","the day texas sank to the bottom of the sea","the city (with quinn xcii)","the day texas sank to the bottom of the sea","0.0","0.0","louis the child,  quinn xcii","charlie simpson","louis the child,  quinn xcii","charlie simpson","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7714","musicbrainz_14152","0.0",,"she only bitches when she breathes","show your hand","she only bitches when she breathes","show your hand","0.0","0.0","freddy.b","super furry animals","freddy.b","super furry animals","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8316","musicbrainz_29433","0.0",,"loosing interest","love kills","loosing interest","love kills","0.0","0.0","timmies","belly","timmies","belly","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15380","musicbrainz_32742","0.0",,"stoopid","step one","stoopid","step one","0.0","0.0","6ix9ine,  bobby shmurda","jimmy eat world","6ix9ine,  bobby shmurda","jimmy eat world","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12307","musicbrainz_15608","0.0",,"someone to you","some kind of woman (single b-side)","someone to you","some kind of woman (single b-side)","0.0","0.0","banners","black sabbath","banners","black sabbath","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1597","musicbrainz_32748","0.0",,"lot to learn","lose it (2015 remastered version)","lot to learn","lose it (2015 remastered version)","0.0","0.0","luke christopher","supergrass","luke christopher","supergrass","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8394","musicbrainz_17184","0.0",,"sit next to me - stereotypes remix","silver and gold","sit next to me - stereotypes remix","silver and gold","0.0","0.0","foster the people,  stereotypes","city and colour","foster the people,  stereotypes","city and colour","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19325","musicbrainz_17281","0.0",,"won't be late (feat. drake)","worlock","won't be late (feat. drake)","worlock","0.0","0.0","swae lee,  drake","skinny puppy","swae lee,  drake","skinny puppy","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7130","musicbrainz_1024","0.0",,"throwin' elbows","the three fates: atropos","throwin' elbows","the three fates: atropos","0.0","0.0","excision,  space laces","emerson, lake & palmer","excision,  space laces","emerson, lake & palmer","0.0","0.0"
"LinearCombinationMatchingRule","spotify_13617","musicbrainz_10867","0.0",,"all of the lights (interlude)","all the kings","all of the lights (interlude)","all the kings","0.0","0.0","kanye west","editors","kanye west","editors","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19577","musicbrainz_14176","0.0",,"that's my bitch","the man don’t give a fuck (demo, october 1995)","that's my bitch","the man don’t give a fuck (demo, october 1995)","0.0","0.0","jay-z,  kanye west","super furry animals","jay-z,  kanye west","super furry animals","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5798","musicbrainz_25777","0.0",,"sasquatch (feat. tyler, the creator)","sackville","sasquatch (feat. tyler, the creator)","sackville","0.0","0.0","earl sweatshirt,  tyler,  the creator","inspiral carpets","earl sweatshirt,  tyler,  the creator","inspiral carpets","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8424","musicbrainz_26793","0.0",,"interstellar","in keeping secrets of silent earth:3 (live soundboard recording)","interstellar","in keeping secrets of silent earth:3 (live soundboard recording)","0.0","0.0","headphone activist","coheed and cambria","headphone activist","coheed and cambria","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17734","musicbrainz_987","0.0",,"the world (is going up in flames)","the road goes on forever (demo)","the world (is going up in flames)","the road goes on forever (demo)","0.0","0.0","charles bradley,  menahan street band","fates warning","charles bradley,  menahan street band","fates warning","0.0","0.0"
"LinearCombinationMatchingRule","spotify_9367","musicbrainz_21112","0.0",,"champion","cha-la head-cha-la","champion","cha-la head-cha-la","0.0","0.0","elina","flow","elina","flow","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19142","musicbrainz_24964","0.0",,"suit and jacket","suckers!","suit and jacket","suckers!","0.0","0.0","judah & the lion","skunk anansie","judah & the lion","skunk anansie","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16228","musicbrainz_14510","0.0",,"that's on me","this is yesterday","that's on me","this is yesterday","0.0","0.0","yella beezy","manic street preachers","yella beezy","manic street preachers","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17015","musicbrainz_6080","0.0",,"thuggin’","think about the days","thuggin’","think about the days","0.0","0.0","freddie gibbs,  madlib","the beach boys","freddie gibbs,  madlib","the beach boys","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15255","musicbrainz_12767","0.0",,"the rest of our life","thru the eyes of ruby (take 7)","the rest of our life","thru the eyes of ruby (take 7)","0.0","0.0","tim mcgraw,  faith hill","the smashing pumpkins","tim mcgraw,  faith hill","the smashing pumpkins","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4715","musicbrainz_25120","0.0",,"moviendo caderas (feat. daddy yankee)","mother dear (version 2)","moviendo caderas (feat. daddy yankee)","mother dear (version 2)","0.0","0.0","yandel,  daddy yankee","the supremes","yandel,  daddy yankee","the supremes","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14402","musicbrainz_12943","0.0",,"blackout","black sky","blackout","black sky","0.0","0.0","lil kapow","alpha rev","lil kapow","alpha rev","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8720","musicbrainz_19300","0.0",,"this is what makes us girls","the man who sailed around his soul (5.1 mix)","this is what makes us girls","the man who sailed around his soul (5.1 mix)","0.0","0.0","lana del rey","xtc","lana del rey","xtc","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4518","musicbrainz_2306","0.0",,"some things cosmic","south side of the sky (early take)","some things cosmic","south side of the sky (early take)","0.0","0.0","angel olsen","yes","angel olsen","yes","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6976","musicbrainz_17255","0.0",,"whalien 52","when i see you dance with another","whalien 52","when i see you dance with another","0.0","0.0","bts","royal republic","bts","royal republic","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15113","musicbrainz_5495","0.0",,"the devil's bleeding crown","the itch","the devil's bleeding crown","the itch","0.0","0.0","volbeat","eagle‐eye cherry","volbeat","eagle‐eye cherry","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19461","musicbrainz_16241","0.0",,"could you love me","cousins","could you love me","cousins","0.0","0.0","kygo,  dreamlab","vampire weekend","kygo,  dreamlab","vampire weekend","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3991","musicbrainz_13879","0.0",,"dog years","don't stop making it happen","dog years","don't stop making it happen","0.0","0.0","maggie rogers","grouplove","maggie rogers","grouplove","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17520","musicbrainz_29908","0.0",,"up the river","up on the mountain","up the river","up on the mountain","0.0","0.0","future","aerosmith","future","aerosmith","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15142","musicbrainz_5444","0.08000000000000002",,"dope on a rope","don't gotta work it out","dope on a rope","don't gotta work it out","0.0","0.0","the growlers","fitz and the tantrums","the growlers","fitz and the tantrums","0.2","0.2"
"LinearCombinationMatchingRule","spotify_1307","musicbrainz_1202","0.0",,"whiskey","why don’t you write me","whiskey","why don’t you write me","0.0","0.0","jana kramer","simon & garfunkel","jana kramer","simon & garfunkel","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8732","musicbrainz_21911","0.0",,"young & gettin' it (feat. kirko bangz)","you feel so lonely you could die","young & gettin' it (feat. kirko bangz)","you feel so lonely you could die","0.0","0.0","meek mill,  kirko bangz","david bowie","meek mill,  kirko bangz","david bowie","0.0","0.0"
"LinearCombinationMatchingRule","spotify_245","musicbrainz_26496","0.0",,"the scientist (glee cast version)","the precipice","the scientist (glee cast version)","the precipice","0.0","0.0","glee cast","the classic crime","glee cast","the classic crime","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1128","musicbrainz_15823","0.06666666666666667",,"you're gonna miss me (2008 remastered original mono lp version)","you really got me (live, 1972‐07‐21: the rainbow, bbc tv)","you're gonna miss me (2008 remastered original mono lp version)","you really got me (live, 1972‐07‐21: the rainbow, bbc tv)","0.0","0.0","the 13th floor elevators","the kinks","the 13th floor elevators","the kinks","0.16666666666666666","0.16666666666666666"
"LinearCombinationMatchingRule","spotify_18709","musicbrainz_24388","0.0",,"the world will know","the cross","the world will know","the cross","0.0","0.0","jeremy jordan,  newsies original broadway cast","short stack","jeremy jordan,  newsies original broadway cast","short stack","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14920","musicbrainz_24951","0.0",,"my number","my love will fall","my number","my love will fall","0.0","0.0","foals","skunk anansie","foals","skunk anansie","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11122","musicbrainz_8940","0.0",,"no flockin'","no ref","no flockin'","no ref","0.0","0.0","kodak black","sort sol","kodak black","sort sol","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2570","musicbrainz_26682","0.0",,"the beginning","the well-dressed guitar","the beginning","the well-dressed guitar","0.0","0.0","one ok rock","deep purple","one ok rock","deep purple","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16597","musicbrainz_16720","0.0",,"tightrope (feat. big boi) - big boi vocal edit","tightrope","tightrope (feat. big boi) - big boi vocal edit","tightrope","0.0","0.0","janelle monáe,  big boi","the starlings","janelle monáe,  big boi","the starlings","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2923","musicbrainz_23711","0.0",,"be somebody","before you knew me","be somebody","before you knew me","0.0","0.0","cvbz","mcbusted","cvbz","mcbusted","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14892","musicbrainz_2463","0.0",,"falling for ya","fast as you can (live)","falling for ya","fast as you can (live)","0.0","0.0","grace phipps","fiona apple","grace phipps","fiona apple","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14674","musicbrainz_21939","0.0",,"lovesong","love you till tuesday (bbc version)","lovesong","love you till tuesday (bbc version)","0.0","0.0","adele","david bowie","adele","david bowie","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16103","musicbrainz_1403","0.08000000000000002",,"the beach","third world pyramid","the beach","third world pyramid","0.0","0.0","the neighbourhood","the brian jonestown massacre","the neighbourhood","the brian jonestown massacre","0.2","0.2"
"LinearCombinationMatchingRule","spotify_8632","musicbrainz_12464","0.0",,"who do you voodoo (from dead island)","when they come for me","who do you voodoo (from dead island)","when they come for me","0.0","0.0","josef ""j7"" lord,  christopher h. knight","linkin park","josef ""j7"" lord,  christopher h. knight","linkin park","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18127","musicbrainz_33216","0.0",,"motorcycle patches","morning song","motorcycle patches","morning song","0.0","0.0","huncho jack,  travis scott,  quavo","the lumineers","huncho jack,  travis scott,  quavo","the lumineers","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18352","musicbrainz_3498","0.0",,"bad idea","bait and switch","bad idea","bait and switch","0.0","0.0","ariana grande","the shins","ariana grande","the shins","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12086","musicbrainz_29904","0.0",,"friday night","freedom fighter","friday night","freedom fighter","0.0","0.0","eric paslay","aerosmith","eric paslay","aerosmith","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16262","musicbrainz_16236","0.0",,"white noise - 200 hz","white sky","white noise - 200 hz","white sky","0.0","0.0","granular","vampire weekend","granular","vampire weekend","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6740","musicbrainz_29972","0.0",,"grenade","grin","grenade","grin","0.0","0.0","memphis may fire","anthrax","memphis may fire","anthrax","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6354","musicbrainz_18533","0.0",,"detente","devotional number one","detente","devotional number one","0.0","0.0","mike bahía,  danny ocean","okkervil river","mike bahía,  danny ocean","okkervil river","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19591","musicbrainz_26778","0.0",,"the girl from ipanema","the audience","the girl from ipanema","the audience","0.0","0.0","amy winehouse","coheed and cambria","amy winehouse","coheed and cambria","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15004","musicbrainz_13644","0.0",,"can't remember to forget you (feat. rihanna)","candles","can't remember to forget you (feat. rihanna)","candles","0.0","0.0","shakira,  rihanna","beth orton","shakira,  rihanna","beth orton","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17819","musicbrainz_20805","0.0",,"not just money","nothin'","not just money","nothin'","0.0","0.0","frank ocean","middle class rut","frank ocean","middle class rut","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11433","musicbrainz_17859","0.0",,"the way i talk","the thin line","the way i talk","the thin line","0.0","0.0","morgan wallen","queensrÿche","morgan wallen","queensrÿche","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11670","musicbrainz_12486","0.0",,"country must be country wide","come together (7 mix andrew weatherall)","country must be country wide","come together (7 mix andrew weatherall)","0.0","0.0","brantley gilbert","primal scream","brantley gilbert","primal scream","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1532","musicbrainz_27155","0.0",,"the remains of rock & roll","the love you save (karaoke)","the remains of rock & roll","the love you save (karaoke)","0.0","0.0","broken bells","the jackson 5","broken bells","the jackson 5","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15699","musicbrainz_14974","0.0",,"de ti enamorado","death wolf","de ti enamorado","death wolf","0.0","0.0","banda ms de sergio lizárraga","taking back sunday","banda ms de sergio lizárraga","taking back sunday","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3038","musicbrainz_2557","0.0",,"magic shop","march in september","magic shop","march in september","0.0","0.0","bts","new model army","bts","new model army","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6047","musicbrainz_2142","0.06666666666666667",,"the longest wave","this is not for you","the longest wave","this is not for you","0.0","0.0","red hot chili peppers","blood red shoes","red hot chili peppers","blood red shoes","0.16666666666666666","0.16666666666666666"
"LinearCombinationMatchingRule","spotify_8470","musicbrainz_2282","0.0",,"home body (feat. teyana taylor & melii) - remix","hour of need - (full length version)","home body (feat. teyana taylor & melii) - remix","hour of need - (full length version)","0.0","0.0","lil durk,  teyana taylor,  melii","yes","lil durk,  teyana taylor,  melii","yes","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17629","musicbrainz_12392","0.0",,"when the going gets tough, the tough get going","white silence","when the going gets tough, the tough get going","white silence","0.0","0.0","billy ocean","cave in","billy ocean","cave in","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11014","musicbrainz_18677","0.0",,"best day of my life","betty vs. the nypd","best day of my life","betty vs. the nypd","0.0","0.0","american authors","the jon spencer blues explosion","american authors","the jon spencer blues explosion","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2836","musicbrainz_30827","0.0",,"alone with you","alone down there","alone with you","alone down there","0.0","0.0","canyon city","modest mouse","canyon city","modest mouse","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7388","musicbrainz_14597","0.0",,"there was jesus","the unveiling of o","there was jesus","the unveiling of o","0.0","0.0","zach williams,  dolly parton","cradle of filth","zach williams,  dolly parton","cradle of filth","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7621","musicbrainz_2821","0.0",,"the time (dirty bit)","the deepest well","the time (dirty bit)","the deepest well","0.0","0.0","black eyed peas","yellowcard","black eyed peas","yellowcard","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6563","musicbrainz_24941","0.0",,"the price","this is not a game","the price","this is not a game","0.0","0.0","the steeldrivers","skunk anansie","the steeldrivers","skunk anansie","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19721","musicbrainz_10987","0.0",,"hardknock","happy days toy town (extended version)","hardknock","happy days toy town (extended version)","0.0","0.0","joey bada$$,  cj fly","small faces","joey bada$$,  cj fly","small faces","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5056","musicbrainz_10864","0.0",,"life changes","life is a fear","life changes","life is a fear","0.0","0.0","thomas rhett","editors","thomas rhett","editors","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5871","musicbrainz_3588","0.0",,"appreciated","apocalyptic","appreciated","apocalyptic","0.0","0.0","rixton","halestorm","rixton","halestorm","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16106","musicbrainz_27325","0.0",,"should have known better","she tows the line (acoustic)","should have known better","she tows the line (acoustic)","0.0","0.0","sufjan stevens","crooked fingers","sufjan stevens","crooked fingers","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15846","musicbrainz_33013","0.0",,"live for","little dog","live for","little dog","0.0","0.0","the weeknd,  drake","metallica","the weeknd,  drake","metallica","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18642","musicbrainz_26921","0.0",,"remind me who i am","reignite","remind me who i am","reignite","0.0","0.0","jason gray","killswitch engage","jason gray","killswitch engage","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14016","musicbrainz_4238","0.0",,"read me my rights","researching the blues","read me my rights","researching the blues","0.0","0.0","brantley gilbert","redd kross","brantley gilbert","redd kross","0.0","0.0"
"LinearCombinationMatchingRule","spotify_13145","musicbrainz_10189","0.06666666666666667",,"the way (feat. chance the rapper)","this isn't maths, this is rock 'n' roll","the way (feat. chance the rapper)","this isn't maths, this is rock 'n' roll","0.0","0.0","kehlani,  chance the rapper","freeze the atlantic","kehlani,  chance the rapper","freeze the atlantic","0.16666666666666666","0.16666666666666666"
"LinearCombinationMatchingRule","spotify_5572","musicbrainz_17495","0.0",,"kiss the rain","kicking the balustrade","kiss the rain","kicking the balustrade","0.0","0.0","yiruma","you am i","yiruma","you am i","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8796","musicbrainz_10167","0.0",,"stoner girl (feat. pat brown)","storm [andy wake's lunar storm version]","stoner girl (feat. pat brown)","storm [andy wake's lunar storm version]","0.0","0.0","mod sun,  pat brown","django django","mod sun,  pat brown","django django","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8720","musicbrainz_18001","0.0",,"this is what makes us girls","the truth","this is what makes us girls","the truth","0.0","0.0","lana del rey","the dirty heads","lana del rey","the dirty heads","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5996","musicbrainz_2919","0.0",,"the emotion","the devil’s footprint","the emotion","the devil’s footprint","0.0","0.0","børns","saxon","børns","saxon","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18606","musicbrainz_16115","0.0",,"horrible kids","hollow horse (live at the albert, lark lane, 1985)","horrible kids","hollow horse (live at the albert, lark lane, 1985)","0.0","0.0","set it off","the icicle works","set it off","the icicle works","0.0","0.0"
"LinearCombinationMatchingRule","spotify_591","musicbrainz_32591","0.0",,"scarface renacido","scarborough fair / canticle","scarface renacido","scarborough fair / canticle","0.0","0.0","jorge santacruz y su grupo quinto elemento","simon & garfunkel","jorge santacruz y su grupo quinto elemento","simon & garfunkel","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12641","musicbrainz_23392","0.0",,"lil top","life on a film set","lil top","life on a film set","0.0","0.0","youngboy never broke again","yes","youngboy never broke again","yes","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6435","musicbrainz_23117","0.0",,"sea change","sealion (2014 5.1 mix)","sea change","sealion (2014 5.1 mix)","0.0","0.0","stephan moccio","jethro tull","stephan moccio","jethro tull","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19851","musicbrainz_31380","0.0",,"this summer","the ones you left behind","this summer","the ones you left behind","0.0","0.0","maroon 5","darkthrone","maroon 5","darkthrone","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1004","musicbrainz_27757","0.0",,"como llora","commit a crime","como llora","commit a crime","0.0","0.0","juanfran","the rolling stones","juanfran","the rolling stones","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16705","musicbrainz_24171","0.0",,"you better listen","your own lov.e.","you better listen","your own lov.e.","0.0","0.0","sublime with rome","versaemerge","sublime with rome","versaemerge","0.0","0.0"
